title,company,summary,salary
"Data Analyst, PNA",New York City NYC HOUSING AUTHORITY,"Advanced skill using Word, Excel, and Power Point software. Utilize the Physical Needs Assessment database and data collected from various NYCHA’s stakeholders.","$72,476 - $106,222 a year"
"Data Scientist, Analytics",Facebook,"You will enjoy working with one of the richest data sets in the world, cutting edge technology, and the ability to see your insights turned into real products…",0
Data Scientist / Quantitative Analyst - Sports,Zelus Analytics,"Developing, validating, and automating quantitative models, using techniques such as statistics, machine learning, optimization, and simulation.","$80,000 - $110,000 a year"
Intern Data Scientist,GroundTruth,"Explore, develop machine learning algorithms such as classification, regression and clustering. Dive deep into our rich set of location data, derive insights to…",0
Data Scientist,Government of the District of Columbia,"Uses descriptive statistics, predictive analytics, machine learning, and other methods to learn about and derive insights from the patterns and relations within…","$79,930 - $102,268 a year"
Principal Data Scientist,AETNA,"Doctors) to translate their subject matter expertise into machine learning models, sources data, and presents to technical and non-technical stakeholders.",0
Data Scientist,Soaren Management,"Proven experience solving complex business problems using Machine Learning techniques like Regression, Classification, Supervised or Unsupervised Recommenders,…",0
Sports Data Scientist,Awesemo.com LLC,We're looking for someone to assist in the development of new models to forecast athletic performance in a number of major sports.,"$50,000 - $100,000 a year"
Data Engineer,Noom Inc.,"At Noom, we use scientifically proven methods to help our users create healthier lifestyles, and manage important conditions like Type-II Diabetes, Obesity, and…",0
Data Scientist,Lafayette Hospitality Search,I am searching for a data scientist/analyst on behalf of one of my client hotels. The person must be a US Citizen or has the appropriate VISA/Green Card.,"$65,000 - $75,000 a year"
Senior Data Scientist,Humana,"Experience in using mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic…",0
Pricing Data Scientist,Tarifica,"Creating pricing models that help clients identify opportunities to win new subscribers, retain existing customers and/or increase their average revenue per…",0
Lead Data Scientist,Aetna,"Advanced in-depth specialization in mathematical analysis methods, machine learning, statistical analyses, and predictive modeling.",0
Data Scientist - Batteries,Apple,"3-5 years as data scientist or analyst. Design, implement, process and interpret data. Working knowledge and experience with big data.",0
Data Scientist,Spin Electric Scooters,"We are looking for a highly experienced data scientist to solve numerous optimization problems that will impact rider experience, operation efficiency, and help…",0
Junior Data Scientist,Invent Analytics,Creating cutting-edge data analytics technology. Engineers and data scientists to develop advanced forecasting and optimization solutions.,0
Data Scientist Support,SuisseCo GmbH,For our office in Zürich/Seefeld we are looking immediately for a Supporting Data Scientist . You will be the main point of contact to resolve various issues…,0
Jr. Data Scientist,Deloitte,"Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights…",0
Data Scientist,Walmart,"We are seeking a Data Scientist professional in our Sunnyvale, CA office. Perform hands-on data exploration and analysis on massive data sets.",0
Data Scientist,"CGI Group, Inc.","Data manipulation and data engineering experience involving structured and unstructured data. Data manipulation expertise involving data extractions, data…",0
DATA SCIENTIST,"Foot Locker, Inc.","The Data Scientist leads the team in developing sophisticated predictive models, mining large data sets for insights, building scalable data products, and…",0
Data Scientist,InfoTrust,3+ years of experience as a data scientist. What you will be doing as the Data Scientist: The ideal background of the Data Scientist: You are in love with data.,0
"Data Scientist, Online",The Home Depot,Strong communication and data presentation skills. Insights from data to solve business problems. The Data Scientist will develop the analytical infrastructure…,0
Data Scientist I,AIG,This role is a data scientist with solid advanced analytics skills and excellent ability to work with different insurance functional areas.,0
Dashboard Engineer/Data Scientist,Praxis Metrics,Create data visualizations and data stories to inform strategic decisions. You will work closely with system administrators who use the data and understand the…,$50 - $150 an hour
Data Scientist,VISITING NURSE SERVICE OF NEW YORK,We are looking for an ambitious data scientist to join our expanding team. Ability to effectively communicate results of complex data analysis to non…,0
Sports Data Scientist,Awesemo.com LLC,Conduct research using historical sports data. Awesemo.com is a fantasy sports website dedicated to accurately predicting athlete performance based on past data…,"$50,000 - $100,000 a year"
Senior Data Scientist - Corporate Training,"Attadale Partners, LLC",We are looking for senior data scientists experienced in the development and delivery of custom data science training programs.,0
